pet_name,pet_gender,pet_age,location,link,pet_breed,pet_color,pet_id,pet_hair,pet_rescue,pet_address,Spayed,Neutered,Spayed / Neutered,Shots Up to Date,Has Special Needs,Declawed,Not Good with Kids,Good with Kids,House-trained,Good with Cats,Not Good with Cats,Good with Dogs,Not Good with Dogs,Needs Experienced Adopter
Barry,Male,senior,"Chicago, IL",https://www.adoptapet.com/pet/23982527-chicago-illinois-cat,Domestic Mediumhair,Orange or Red Tabby,618470,,"Private Owner (Chicago, IL)","Chicago, IL",,Yes,,Yes,Yes,,,,Yes,,,,,
Clarke,Female,adult,"Chicago, IL",https://www.adoptapet.com/pet/23891353-chicago-illinois-cat,Domestic Mediumhair,Brown Tabby,603673,,"Private Owner (Chicago, IL)","Chicago, IL",Yes,,,,,,,Yes,Yes,Yes,,Yes,,
Tina,Female,senior,"Chicago, IL",https://www.adoptapet.com/pet/23840306-chicago-illinois-cat,Domestic Longhair,Brown or Chocolate (Mostly),588433,,"Private Owner (Chicago, IL)","Chicago, IL",Yes,,,Yes,Yes,,,Yes,Yes,Yes,,Yes,,
Hamlet,Male,adult,"Chicago, IL",https://www.adoptapet.com/pet/23741573-chicago-illinois-cat,American Shorthair,Brown Tabby,582538,,"Private Owner (Chicago, IL)","Chicago, IL",,Yes,,Yes,,,,Yes,Yes,Yes,,,,
Kaluah,Female,young,"Chicago, IL",https://www.adoptapet.com/pet/21298433-chicago-illinois-cat,Domestic Shorthair,White (Mostly),316857,,"Private Owner (Chicago, IL)","Chicago, IL",Yes,,,Yes,,,,,Yes,Yes,,,Yes,
Alfie,Male,senior,"Chicago, IL",https://www.adoptapet.com/pet/21935142-chicago-illinois-cat,Domestic Mediumhair,Black & White or Tuxedo,372012,,"Private Owner (Chicago, IL)","Chicago, IL",,Yes,,,Yes,,Yes,,Yes,Yes,,,,Yes
Marty,Male,adult,"Chicago, IL",https://www.adoptapet.com/pet/23560880-chicago-illinois-cat,Domestic Shorthair,Orange or Red Tabby,556795,,"Private Owner (Chicago, IL)","Chicago, IL",,Yes,,Yes,,,,,Yes,,Yes,,,
Ari,Female,adult,"Chicago, IL",https://www.adoptapet.com/pet/23484094-chicago-illinois-cat,Domestic Shorthair,Tan or Fawn (Mostly),546837,,"Private Owner (Chicago, IL)","Chicago, IL",Yes,,,,,,,Yes,Yes,Yes,,Yes,,
Little Sister,Female,young,"Chicago, IL",https://www.adoptapet.com/pet/22721403-chicago-illinois-cat,American Shorthair,Black & White or Tuxedo,448546,,"Private Owner (Chicago, IL)","Chicago, IL",Yes,,,Yes,,,,,Yes,Yes,,,,
Eve,Female,young,"Chicago, IL",https://www.adoptapet.com/pet/22146263-chicago-illinois-cat,American Shorthair,Brown Tabby,391249,,"Private Owner (Chicago, IL)","Chicago, IL",Yes,,,Yes,,,,,Yes,Yes,,,,
Rufus,Male,adult,"Chicago, IL",https://www.adoptapet.com/pet/22074060-chicago-illinois-cat,Domestic Mediumhair,Black & White or Tuxedo,384627,,"Private Owner (Chicago, IL)","Chicago, IL",,Yes,,Yes,,,,Yes,Yes,,Yes,,,
Anders (Ders),Male,young,"Chicago, IL",https://www.adoptapet.com/pet/22280716-chicago-illinois-cat,Domestic Mediumhair,All Black,403714,,"Private Owner (Chicago, IL)","Chicago, IL",,Yes,,,,,,,Yes,Yes,,,Yes,
Toby,Male,adult,"Chicago, IL",https://www.adoptapet.com/pet/22276578-chicago-illinois-cat,Domestic Shorthair,"Gray, Blue or Silver Tabby",403184,,"Private Owner (Chicago, IL)","Chicago, IL",,Yes,,Yes,,,,Yes,Yes,Yes,,,,
Pablo,Male,adult,"Chicago, IL",https://www.adoptapet.com/pet/23451471-chicago-illinois-cat,American Shorthair,Tiger Striped,542771,,"Private Owner (Chicago, IL)","Chicago, IL",,Yes,,Yes,Yes,,,Yes,Yes,Yes,,Yes,,
Luna,Female,adult,"Chicago, IL",https://www.adoptapet.com/pet/21744824-chicago-illinois-cat,Domestic Mediumhair,Tan or Fawn (Mostly),355789,medium,"Private Owner (Chicago, IL)","Chicago, IL",Yes,,,,,,,Yes,Yes,Yes,,,,
Maude,Female,adult,"Chicago, IL",https://www.adoptapet.com/pet/20947327-chicago-illinois-cat,Domestic Shorthair,Black & White or Tuxedo,287597,short,"Private Owner (Chicago, IL)","Chicago, IL",Yes,,,Yes,,,,Yes,Yes,Yes,,,,
Alley,Female,adult,"Chicago, IL",https://www.adoptapet.com/pet/21269354-chicago-illinois-cat,Calico,Calico or Dilute Calico,313977,medium,"Private Owner (Chicago, IL)","Chicago, IL",Yes,,,Yes,Yes,,,Yes,Yes,Yes,,Yes,,Yes
Kostner n Clark,Male,young,"Chicago, IL",https://www.adoptapet.com/pet/21239139-chicago-illinois-cat,American Shorthair,Black (Mostly),311026,,"Private Owner (Chicago, IL)","Chicago, IL",,Yes,,Yes,,,,,Yes,Yes,,,,
Clark n Kostner,Male,young,"Chicago, IL",https://www.adoptapet.com/pet/21239179-chicago-illinois-cat,American Shorthair,Black (Mostly),311028,,"Private Owner (Chicago, IL)","Chicago, IL",,,,Yes,,,,,Yes,Yes,,,,
Pwipwi,Male,senior,"Chicago, IL",https://www.adoptapet.com/pet/21433621-chicago-illinois-cat,Domestic Shorthair,"Gray, Blue or Silver Tabby",329105,,"Private Owner (Chicago, IL)","Chicago, IL",,Yes,,Yes,Yes,,Yes,,Yes,,,,,Yes
Dewey,Male,adult,"Chicago, IL",https://www.adoptapet.com/pet/21761450-chicago-illinois-cat,Calico,Orange or Red Tabby,357110,,"Private Owner (Chicago, IL)","Chicago, IL",,Yes,,Yes,,,,,Yes,,,,,
Squints,Male,adult,"Chicago, IL",https://www.adoptapet.com/pet/21761492-chicago-illinois-cat,Calico,Orange or Red (Mostly),357111,,"Private Owner (Chicago, IL)","Chicago, IL",,,,Yes,,,,,Yes,,,,,
Liam,Male,adult,"Chicago, IL",https://www.adoptapet.com/pet/21172085-chicago-illinois-cat,Domestic Shorthair,Tiger Striped,303714,short,"Private Owner (Chicago, IL)","Chicago, IL",,Yes,,Yes,,,,,Yes,,Yes,,Yes,
Elsa,Female,adult,"Chicago, IL",https://www.adoptapet.com/pet/20442575-chicago-illinois-cat,Domestic Mediumhair,Gray or Blue (Mostly),237933,,"Private Owner (Chicago, IL)","Chicago, IL",Yes,,,Yes,,,,,,,,,,Yes
Sandy Claws,Female,young,"Chicago, IL",https://www.adoptapet.com/pet/22175093-chicago-illinois-cat,Domestic Mediumhair,"Gray, Blue or Silver Tabby",393744,,"Private Owner (Chicago, IL)","Chicago, IL",Yes,,,,,,,Yes,Yes,Yes,,,,
Deluxe and Delight,Male,young,"Chicago, IL",https://www.adoptapet.com/pet/21947984-chicago-illinois-cat,American Shorthair,Black & White or Tuxedo,373546,,"Private Owner (Chicago, IL)","Chicago, IL",,Yes,,Yes,,,,Yes,Yes,Yes,,,,
Maude,Female,adult,"Chicago, IL",https://www.adoptapet.com/pet/20947263-chicago-illinois-cat,Domestic Shorthair,Black & White or Tuxedo,287548,,"Private Owner (Chicago, IL)","Chicago, IL",Yes,,,Yes,,,,Yes,Yes,Yes,,,,
Charles Wallace,Male,young,"Chicago, IL",https://www.adoptapet.com/pet/24694517-chicago-illinois-cat,Domestic Mediumhair,Brown Tabby,746167,,"Private Owner (Chicago, IL)","Chicago, IL",,,,Yes,,,,Yes,Yes,Yes,,,Yes,
Calvin,Male,young,"Chicago, IL",https://www.adoptapet.com/pet/24694514-chicago-illinois-cat,Domestic Mediumhair,Gray or Blue (Mostly),746166,,"Private Owner (Chicago, IL)","Chicago, IL",,Yes,,Yes,,,,Yes,Yes,Yes,,,Yes,
Nura,Female,adult,"Chicago, IL",https://www.adoptapet.com/pet/24664883-chicago-illinois-cat,Egyptian Mau,Spotted Tabby/Leopard Spotted,741797,,"Private Owner (Chicago, IL)","Chicago, IL",Yes,,,,,,Yes,,Yes,,Yes,,Yes,
Mango,Male,young,"Chicago, IL",https://www.adoptapet.com/pet/24642448-chicago-illinois-cat,Domestic Mediumhair,Orange or Red Tabby,737223,,"Private Owner (Chicago, IL)","Chicago, IL",,Yes,,Yes,,,,Yes,Yes,Yes,,,Yes,
Stryder,Female,adult,"Chicago, IL",https://www.adoptapet.com/pet/24899510-chicago-illinois-cat,Calico,Calico or Dilute Calico,786784,,"Private Owner (Chicago, IL)","Chicago, IL",Yes,,,Yes,,,Yes,,Yes,Yes,,Yes,,
Maui,Male,senior,"Chicago, IL",https://www.adoptapet.com/pet/24877745-chicago-illinois-cat,Bombay,All Black,782337,,"Private Owner (Chicago, IL)","Chicago, IL",,Yes,,Yes,,,Yes,,Yes,,,,,Yes
CatBoy,Male,young,"Chicago, IL",https://www.adoptapet.com/pet/25075064-chicago-illinois-cat,Domestic Mediumhair,Tiger Striped,825048,,"Private Owner (Chicago, IL)","Chicago, IL",,,,,,,,,,,,,,
Owlet,Female,young,"Chicago, IL",https://www.adoptapet.com/pet/25075059-chicago-illinois-cat,Domestic Mediumhair,Brown Tabby,825045,,"Private Owner (Chicago, IL)","Chicago, IL",Yes,,,,,,,,,,,,,
Lola,Female,adult,"Chicago, IL",https://www.adoptapet.com/pet/24857943-chicago-illinois-cat,Ragdoll,Tiger Striped,777617,,"Private Owner (Chicago, IL)","Chicago, IL",Yes,,,,,,,,,,,,,
Leo,Male,adult,"Chicago, IL",https://www.adoptapet.com/pet/24863383-chicago-illinois-cat,Domestic Mediumhair,Black & White or Tuxedo,779200,,"Private Owner (Chicago, IL)","Chicago, IL",,,,,,,,,,,,,,
Steph & Curry,Male,young,"Chicago, IL",https://www.adoptapet.com/pet/24805308-chicago-illinois-cat,American Shorthair,Orange or Red Tabby,766515,,"Private Owner (Chicago, IL)","Chicago, IL",,Yes,,Yes,,,,,Yes,Yes,,,,
Ramona,Female,adult,"Chicago, IL",https://www.adoptapet.com/pet/24751658-chicago-illinois-cat,Domestic Longhair,White (Mostly),756066,,"Private Owner (Chicago, IL)","Chicago, IL",Yes,,,,,,,Yes,Yes,Yes,,,Yes,
Leyla,Female,adult,"Chicago, IL",https://www.adoptapet.com/pet/24751612-chicago-illinois-cat,Domestic Shorthair,White (Mostly),756062,,"Private Owner (Chicago, IL)","Chicago, IL",Yes,,,,,,,Yes,Yes,Yes,,,Yes,
Felix,Female,adult,"Chicago, IL",https://www.adoptapet.com/pet/24718894-chicago-illinois-cat,Domestic Shorthair,"Gray, Blue or Silver Tabby",750589,,"Private Owner (Chicago, IL)","Chicago, IL",Yes,,,,,,,Yes,Yes,,,,,Yes
Peanut,Male,senior,"Oak Brook, IL",https://www.adoptapet.com/pet/22584456-oak-brook-illinois-cat,Domestic Shorthair,Orange or Red,435105,,"Private Owner (Oak Brook, IL)","Oak Brook, IL",,Yes,,,,,Yes,,Yes,,,,,
Gracie,Female,adult,"Oak Brook, IL",https://www.adoptapet.com/pet/25210066-oak-brook-illinois-cat,Domestic Shorthair,Tortoiseshell,858161,,"Private Owner (Oak Brook, IL)","Oak Brook, IL",,,,,,,,,,,,,,
Simba,Male,adult,"Oak Brook, IL",https://www.adoptapet.com/pet/24182827-oak-brook-illinois-cat,Domestic Mediumhair,Orange or Red Tabby,651115,,"Private Owner (Oak Brook, IL)","Oak Brook, IL",,Yes,,Yes,,,,Yes,Yes,Yes,,,,
Kenny,Male,adult,"Oak Brook, IL",https://www.adoptapet.com/pet/25209992-oak-brook-illinois-cat,Domestic Shorthair,Gray or Blue,858159,,"Private Owner (Oak Brook, IL)","Oak Brook, IL",,Yes,,,,,,,,,,,,
Hawaii,Female,adult,"Sauk Village, IL",https://www.adoptapet.com/pet/24757870-sauk-village-illinois-cat,Himalayan,Tiger Striped,757343,,"Private Owner (Sauk Village, IL)","Sauk Village, IL",Yes,,,,,,,,,,,,,
Smokey,Male,adult,"Chicago Heights, IL",https://www.adoptapet.com/pet/25522278-chicago-heights-illinois-cat,Domestic Shorthair,Gray or Blue,SSHS-A-12150,,South Suburban Humane Society,"Chicago Heights, IL",,,,,,,,,,,,,,
Spanky,Male,senior,"Chicago Heights, IL",https://www.adoptapet.com/pet/25513956-chicago-heights-illinois-cat,Domestic Shorthair,Brown or Chocolate,SSHS-A-12145,,South Suburban Humane Society,"Chicago Heights, IL",,,,,,,,,,,,,,
Tiger,Male,senior,"Chicago Heights, IL",https://www.adoptapet.com/pet/25513955-chicago-heights-illinois-cat,Domestic Shorthair,Orange or Red,SSHS-A-12144,,South Suburban Humane Society,"Chicago Heights, IL",,,,,,,,,,,,,,
Spike,Male,young,"Chicago Heights, IL",https://www.adoptapet.com/pet/25508271-chicago-heights-illinois-cat,Domestic Shorthair,Brown or Chocolate,SSHS-A-10137,,South Suburban Humane Society,"Chicago Heights, IL",,,,,,,,,,,,,,
Meow,Female,senior,"Chicago Heights, IL",https://www.adoptapet.com/pet/25508274-chicago-heights-illinois-cat,Domestic Shorthair,Tortoiseshell,SSHS-A-12135,,South Suburban Humane Society,"Chicago Heights, IL",,,,,,,,,,,,,,
Hot Fudge,Female,adult,"Chicago Heights, IL",https://www.adoptapet.com/pet/25467329-chicago-heights-illinois-cat,Domestic Shorthair,Orange or Red,SSHS-A-12039,,South Suburban Humane Society,"Chicago Heights, IL",,,,,,,,,,,,,,
Mary,Female,adult,"Chicago Heights, IL",https://www.adoptapet.com/pet/25501136-chicago-heights-illinois-cat,Domestic Shorthair,All Black,SSHS-A-12129,,South Suburban Humane Society,"Chicago Heights, IL",,,,,,,,,,,,,,
Cali,Female,adult,"Chicago Heights, IL",https://www.adoptapet.com/pet/25501135-chicago-heights-illinois-cat,Domestic Shorthair,White,SSHS-A-12128,,South Suburban Humane Society,"Chicago Heights, IL",,,,,,,,,,,,,,
Struckbutt,Female,adult,"Chicago Heights, IL",https://www.adoptapet.com/pet/25501133-chicago-heights-illinois-cat,Domestic Longhair,All Black,SSHS-A-12124,,South Suburban Humane Society,"Chicago Heights, IL",,,,,,,,,,,,,,
Fluffbutt,Female,adult,"Chicago Heights, IL",https://www.adoptapet.com/pet/25501134-chicago-heights-illinois-cat,Domestic Shorthair,All Black,SSHS-A-12125,,South Suburban Humane Society,"Chicago Heights, IL",,,,,,,,,,,,,,
Potsticker,Male,kitten,"Chicago Heights, IL",https://www.adoptapet.com/pet/25491325-chicago-heights-illinois-kitten,Domestic Shorthair,All Black,SSHS-A-11940,,South Suburban Humane Society,"Chicago Heights, IL",,,,,,,,,,,,,,
Capone,Male,kitten,"Chicago Heights, IL",https://www.adoptapet.com/pet/25491323-chicago-heights-illinois-kitten,Domestic Shorthair,Orange or Red,SSHS-A-11852,,South Suburban Humane Society,"Chicago Heights, IL",,,,,,,,,,,,,,
Indigo,Female,kitten,"Chicago Heights, IL",https://www.adoptapet.com/pet/25491324-chicago-heights-illinois-kitten,Domestic Shorthair,All Black,SSHS-A-11931,,South Suburban Humane Society,"Chicago Heights, IL",,,,,,,,,,,,,,
Prince Phillip,Male,adult,"Chicago Heights, IL",https://www.adoptapet.com/pet/25491326-chicago-heights-illinois-cat,Domestic Shorthair,All Black,SSHS-A-12067,,South Suburban Humane Society,"Chicago Heights, IL",,,,,,,,,,,,,,
Candy,Female,adult,"Chicago Heights, IL",https://www.adoptapet.com/pet/25480390-chicago-heights-illinois-cat,Domestic Shorthair,Brown or Chocolate,SSHS-A-11881,,South Suburban Humane Society,"Chicago Heights, IL",,,,,,,,,,,,,,
Sugar,Female,young,"Chicago Heights, IL",https://www.adoptapet.com/pet/25467325-chicago-heights-illinois-cat,Domestic Shorthair,White,SSHS-A-12035,,South Suburban Humane Society,"Chicago Heights, IL",,,,,,,,,,,,,,
Mary,Female,young,"Chicago Heights, IL",https://www.adoptapet.com/pet/25467327-chicago-heights-illinois-cat,Domestic Shorthair,Brown or Chocolate,SSHS-A-12037,,South Suburban Humane Society,"Chicago Heights, IL",,,,,,,,,,,,,,
Wow,Male,adult,"Chicago Heights, IL",https://www.adoptapet.com/pet/25467323-chicago-heights-illinois-cat,Domestic Shorthair,Brown or Chocolate,SSHS-A-11979,,South Suburban Humane Society,"Chicago Heights, IL",,,,,,,,,,,,,,
Thunder,Male,young,"Chicago Heights, IL",https://www.adoptapet.com/pet/25467328-chicago-heights-illinois-cat,Domestic Shorthair,Orange or Red,SSHS-A-12038,,South Suburban Humane Society,"Chicago Heights, IL",,,,,,,,,,,,,,
Nova,Male,young,"Chicago Heights, IL",https://www.adoptapet.com/pet/25467333-chicago-heights-illinois-cat,Domestic Shorthair,Gray or Blue,SSHS-A-12062,,South Suburban Humane Society,"Chicago Heights, IL",,,,,,,,,,,,,,
Shady,Male,young,"Chicago Heights, IL",https://www.adoptapet.com/pet/25467332-chicago-heights-illinois-cat,Domestic Shorthair,Gray or Blue,SSHS-A-12061,,South Suburban Humane Society,"Chicago Heights, IL",,,,,,,,,,,,,,
Malorie,Female,adult,"Chicago Heights, IL",https://www.adoptapet.com/pet/25467324-chicago-heights-illinois-cat,Domestic Mediumhair,Tan or Fawn Tabby,SSHS-A-11981,,South Suburban Humane Society,"Chicago Heights, IL",,,,,,,,,,,,,,
Starlord,Male,adult,"Chicago Heights, IL",https://www.adoptapet.com/pet/25467331-chicago-heights-illinois-cat,Domestic Shorthair,White,SSHS-A-12057,,South Suburban Humane Society,"Chicago Heights, IL",,,,,,,,,,,,,,
Nyla Rose,Female,adult,"Chicago Heights, IL",https://www.adoptapet.com/pet/25458173-chicago-heights-illinois-cat,Domestic Shorthair,Brown or Chocolate,SSHS-A-12088,,South Suburban Humane Society,"Chicago Heights, IL",,,,,,,,,,,,,,
Squirt,Male,kitten,"Chicago Heights, IL",https://www.adoptapet.com/pet/25410744-chicago-heights-illinois-kitten,Domestic Shorthair,White,SSHS-A-11908,,South Suburban Humane Society,"Chicago Heights, IL",,,,,,,,,,,,,,
Stir fry,Female,adult,"Chicago Heights, IL",https://www.adoptapet.com/pet/25442349-chicago-heights-illinois-cat,Domestic Shorthair,Tortoiseshell,SSHS-A-11823,,South Suburban Humane Society,"Chicago Heights, IL",,,,,,,,,,,,,,
Two-Face,Male,young,"Chicago Heights, IL",https://www.adoptapet.com/pet/25284570-chicago-heights-illinois-cat,Domestic Shorthair,Gray or Blue,SSHS-A-11820,,South Suburban Humane Society,"Chicago Heights, IL",,,,,,,,,,,,,,
Rutherford,Male,young,"Chicago Heights, IL",https://www.adoptapet.com/pet/25442348-chicago-heights-illinois-cat,Domestic Shorthair,All Black,SSHS-A-11807,,South Suburban Humane Society,"Chicago Heights, IL",,,,,,,,,,,,,,
Amelia,Female,adult,"Chicago Heights, IL",https://www.adoptapet.com/pet/25318973-chicago-heights-illinois-cat,Domestic Shorthair,Orange or Red,SSHS-A-11801,,South Suburban Humane Society,"Chicago Heights, IL",,,,,,,,,,,,,,
Shadow,Male,young,"Chicago Heights, IL",https://www.adoptapet.com/pet/24933881-chicago-heights-illinois-cat,Domestic Shorthair,All Black,SSHS-A-11420,,South Suburban Humane Society,"Chicago Heights, IL",,,,,,,,,,,,,,
Periwinkle,Male,kitten,"Chicago Heights, IL",https://www.adoptapet.com/pet/25442352-chicago-heights-illinois-kitten,Domestic Mediumhair,Gray or Blue,SSHS-A-11930,,South Suburban Humane Society,"Chicago Heights, IL",,,,,,,,,,,,,,
Aqua,Female,adult,"Chicago Heights, IL",https://www.adoptapet.com/pet/25442355-chicago-heights-illinois-cat,Domestic Shorthair,Gray or Blue,SSHS-A-11936,,South Suburban Humane Society,"Chicago Heights, IL",,,,,,,,,,,,,,
Yahoo,Female,adult,"Chicago Heights, IL",https://www.adoptapet.com/pet/25442347-chicago-heights-illinois-cat,Domestic Shorthair,Brown or Chocolate,SSHS-A-11238,,South Suburban Humane Society,"Chicago Heights, IL",,,,,,,,,,,,,,
Cornflower,Female,kitten,"Chicago Heights, IL",https://www.adoptapet.com/pet/25442353-chicago-heights-illinois-kitten,Domestic Shorthair,Gray or Blue,SSHS-A-11933,,South Suburban Humane Society,"Chicago Heights, IL",,,,,,,,,,,,,,
Ren,Female,young,"Chicago Heights, IL",https://www.adoptapet.com/pet/25313064-chicago-heights-illinois-cat,Domestic Shorthair,Gray or Blue,SSHS-A-11782,,South Suburban Humane Society,"Chicago Heights, IL",,,,,,,,,,,,,,
Hubba Bubba,Male,kitten,"Chicago Heights, IL",https://www.adoptapet.com/pet/25377576-chicago-heights-illinois-kitten,Domestic Shorthair,Gray or Blue,SSHS-A-11498,,South Suburban Humane Society,"Chicago Heights, IL",,,,,,,,,,,,,,
Ghost,Female,adult,"Chicago Heights, IL",https://www.adoptapet.com/pet/25348407-chicago-heights-illinois-cat,Domestic Shorthair,Orange or Red,SSHS-A-9817,,South Suburban Humane Society,"Chicago Heights, IL",,,,,,,,,,,,,,
Charlie,Male,adult,"Chicago Heights, IL",https://www.adoptapet.com/pet/25433563-chicago-heights-illinois-cat,Domestic Shorthair,Brown or Chocolate,SSHS-A-12056,,South Suburban Humane Society,"Chicago Heights, IL",,,,,,,,,,,,,,
Maxie,Female,adult,"Chicago Heights, IL",https://www.adoptapet.com/pet/25422245-chicago-heights-illinois-cat,Domestic Shorthair,Brown or Chocolate,SSHS-A-12041,,South Suburban Humane Society,"Chicago Heights, IL",,,,,,,,,,,,,,
Sprinkles,Female,young,"Chicago Heights, IL",https://www.adoptapet.com/pet/25422244-chicago-heights-illinois-cat,Domestic Shorthair,White,SSHS-A-12040,,South Suburban Humane Society,"Chicago Heights, IL",,,,,,,,,,,,,,
Rocky,Male,adult,"Chicago Heights, IL",https://www.adoptapet.com/pet/25377586-chicago-heights-illinois-cat,Domestic Shorthair,Gray or Blue,SSHS-A-11964,,South Suburban Humane Society,"Chicago Heights, IL",,,,,,,,,,,,,,
Ted,Male,adult,"Chicago Heights, IL",https://www.adoptapet.com/pet/25348411-chicago-heights-illinois-cat,Domestic Shorthair,All Black,SSHS-A-11882,,South Suburban Humane Society,"Chicago Heights, IL",,,,,,,,,,,,,,
Chloe,Female,senior,"Chicago Heights, IL",https://www.adoptapet.com/pet/25313068-chicago-heights-illinois-cat,Domestic Shorthair,Brown or Chocolate,SSHS-A-11856,,South Suburban Humane Society,"Chicago Heights, IL",,,,,,,,,,,,,,
Mason,Male,young,"Chicago Heights, IL",https://www.adoptapet.com/pet/25313069-chicago-heights-illinois-cat,Domestic Shorthair,Gray or Blue,SSHS-A-11853,,South Suburban Humane Society,"Chicago Heights, IL",,,,,,,,,,,,,,
Runa,Female,adult,"Chicago Heights, IL",https://www.adoptapet.com/pet/25433553-chicago-heights-illinois-cat,Domestic Shorthair,Brown or Chocolate,SSHS-A-11822,,South Suburban Humane Society,"Chicago Heights, IL",,,,,,,,,,,,,,
Lexus,Male,senior,"Chicago Heights, IL",https://www.adoptapet.com/pet/25369137-chicago-heights-illinois-cat,Domestic Shorthair,Gray or Blue,SSHS-A-9688,,South Suburban Humane Society,"Chicago Heights, IL",,,,,,,,,,,,,,
Jennifurr,Female,senior,"Chicago Heights, IL",https://www.adoptapet.com/pet/25400047-chicago-heights-illinois-cat,Domestic Shorthair,Tan or Fawn,SSHS-A-3318,,South Suburban Humane Society,"Chicago Heights, IL",,,,,,,,,,,,,,
Tink,Female,adult,"Chicago Heights, IL",https://www.adoptapet.com/pet/25433548-chicago-heights-illinois-cat,Domestic Shorthair,,SSHS-A-3176,,South Suburban Humane Society,"Chicago Heights, IL",,,,,,,,,,,,,,
Thomas,Male,adult,"Chicago Heights, IL",https://www.adoptapet.com/pet/25422241-chicago-heights-illinois-cat,Domestic Shorthair,Brown or Chocolate,SSHS-A-11804,,South Suburban Humane Society,"Chicago Heights, IL",,,,,,,,,,,,,,
Cookie,Female,young,"Chicago Heights, IL",https://www.adoptapet.com/pet/25422242-chicago-heights-illinois-cat,Domestic Shorthair,All Black,SSHS-A-11879,,South Suburban Humane Society,"Chicago Heights, IL",,,,,,,,,,,,,,
Nutmeg,Female,kitten,"Chicago Heights, IL",https://www.adoptapet.com/pet/25422236-chicago-heights-illinois-kitten,Domestic Shorthair,Brown or Chocolate,SSHS-A-11323,,South Suburban Humane Society,"Chicago Heights, IL",,,,,,,,,,,,,,
Sage,Female,kitten,"Chicago Heights, IL",https://www.adoptapet.com/pet/25422237-chicago-heights-illinois-kitten,Domestic Shorthair,Gray or Blue,SSHS-A-11325,,South Suburban Humane Society,"Chicago Heights, IL",,,,,,,,,,,,,,
Pepper,Male,kitten,"Chicago Heights, IL",https://www.adoptapet.com/pet/25422235-chicago-heights-illinois-kitten,Domestic Shorthair,All Black,SSHS-A-11322,,South Suburban Humane Society,"Chicago Heights, IL",,,,,,,,,,,,,,
Chip,Male,young,"Chicago Heights, IL",https://www.adoptapet.com/pet/25410743-chicago-heights-illinois-cat,Domestic Shorthair,Brown or Chocolate,SSHS-A-11878,,South Suburban Humane Society,"Chicago Heights, IL",,,,,,,,,,,,,,
Oliver,Male,young,"Chicago Heights, IL",https://www.adoptapet.com/pet/25400049-chicago-heights-illinois-cat,Domestic Shorthair,Brown or Chocolate,SSHS-A-11973,,South Suburban Humane Society,"Chicago Heights, IL",,,,,,,,,,,,,,
Bubblicious,Female,adult,"Chicago Heights, IL",https://www.adoptapet.com/pet/25377575-chicago-heights-illinois-cat,Domestic Shorthair,Gray or Blue,SSHS-A-11497,,South Suburban Humane Society,"Chicago Heights, IL",,,,,,,,,,,,,,
Cene,Female,senior,"Chicago Heights, IL",https://www.adoptapet.com/pet/25369143-chicago-heights-illinois-cat,Domestic Shorthair,Gray or Blue,SSHS-A-11950,,South Suburban Humane Society,"Chicago Heights, IL",,,,,,,,,,,,,,
Edward,Male,senior,"Chicago Heights, IL",https://www.adoptapet.com/pet/25327901-chicago-heights-illinois-cat,Domestic Shorthair,Orange or Red,SSHS-A-11867,,South Suburban Humane Society,"Chicago Heights, IL",,,,,,,,,,,,,,
Holly,Female,senior,"Chicago Heights, IL",https://www.adoptapet.com/pet/25313066-chicago-heights-illinois-cat,Domestic Longhair,Tortoiseshell,SSHS-A-11846,,South Suburban Humane Society,"Chicago Heights, IL",,,,,,,,,,,,,,
Big Ben,Male,senior,"Chicago Heights, IL",https://www.adoptapet.com/pet/24887186-chicago-heights-illinois-cat,Domestic Shorthair,All Black,SSHS-A-10826,,South Suburban Humane Society,"Chicago Heights, IL",,,,,,,,,,,,,,
Nicole,Female,senior,"Chicago Heights, IL",https://www.adoptapet.com/pet/25358624-chicago-heights-illinois-cat,Domestic Shorthair,Brown or Chocolate,SSHS-A-7604,,South Suburban Humane Society,"Chicago Heights, IL",,,,,,,,,,,,,,
Bugsy,Male,senior,"Chicago Heights, IL",https://www.adoptapet.com/pet/25358627-chicago-heights-illinois-cat,Domestic Shorthair,All Black,SSHS-A-11910,,South Suburban Humane Society,"Chicago Heights, IL",,,,,,,,,,,,,,
Mrs. Peacock,Female,adult,"Chicago Heights, IL",https://www.adoptapet.com/pet/25358623-chicago-heights-illinois-cat,Domestic Shorthair,Gray or Blue,SSHS-A-1535,,South Suburban Humane Society,"Chicago Heights, IL",,,,,,,,,,,,,,
Babygirl,Female,senior,"Chicago Heights, IL",https://www.adoptapet.com/pet/25358628-chicago-heights-illinois-cat,Domestic Shorthair,All Black,SSHS-A-11915,,South Suburban Humane Society,"Chicago Heights, IL",,,,,,,,,,,,,,
Scar,Male,adult,"Chicago Heights, IL",https://www.adoptapet.com/pet/25337738-chicago-heights-illinois-cat,Domestic Shorthair,All Black,SSHS-A-11832,,South Suburban Humane Society,"Chicago Heights, IL",,,,,,,,,,,,,,
Nora,Female,young,"Chicago Heights, IL",https://www.adoptapet.com/pet/25327903-chicago-heights-illinois-cat,Domestic Shorthair,Gray or Blue,SSHS-A-11810,,South Suburban Humane Society,"Chicago Heights, IL",,,,,,,,,,,,,,
